1702594981.638190,3
1702594981.741428,7
1702594981.846753,7
1702594981.949543,10
1702594982.051831,10
1702594982.153941,11
1702594982.255968,12
1702594982.358206,14
1702594982.460841,13
1702594982.563016,14
1702594982.666444,15
1702594982.773576,16
1702594982.876116,14
1702594982.978530,15
1702594983.080655,16
1702594983.183287,16
1702594983.285488,16
1702594983.387516,17
1702594983.489993,18
1702594983.592138,24
1702594983.694192,25
1702594983.799483,26
1702594983.901727,19
1702594984.004122,16
1702594984.106794,17
1702594984.208790,18
1702594984.312174,20
1702594984.414327,22
1702594984.516440,23
1702594984.618808,24
1702594984.720908,25
1702594984.825557,21
1702594984.927507,20
1702594985.029667,16
1702594985.132423,17
1702594985.234661,18
1702594985.336778,18
1702594985.439044,19
1702594985.541333,18
1702594985.643445,19
1702594985.745468,17
1702594985.849969,17
1702594985.952232,17
1702594986.054266,18
1702594986.156334,19
1702594986.258360,18
1702594986.361490,19
1702594986.464164,19
1702594986.566714,20
1702594986.668923,18
1702594986.775405,19
1702594986.878246,21
1702594986.981057,20
1702594987.083441,22
1702594987.186077,22
1702594987.288801,23
1702594987.391967,20
1702594987.494616,21
1702594987.597252,20
1702594987.700018,22
1702594987.805594,23
1702594987.907887,23
1702594988.010375,24
1702594988.112656,23
1702594988.214773,24
1702594988.317255,22
1702594988.419512,20
1702594988.522255,21
1702594988.626234,22
1702594988.728486,23
1702594988.833824,21
1702594988.936351,22
1702594989.038599,19
1702594989.140796,20
1702594989.243078,17
1702594989.345315,15
1702594989.447356,13
1702594989.549335,13
1702594989.651408,14
1702594989.753524,14
1702594989.858440,15
1702594989.960829,17
1702594990.062832,24
1702594990.165519,14
1702594990.267708,14
1702594990.369870,15
1702594990.471905,14
1702594990.573735,13
1702594990.675543,13
1702594990.780576,14
1702594990.882656,11
1702594990.984926,12
1702594991.086977,12
1702594991.189516,11
1702594991.291848,10
1702594991.393832,7
1702594991.496145,7
1702594991.598301,7
1702594991.700614,3
1702594991.805487,2
1702594991.907593,3
1702594992.009773,2
1702594992.111854,3
1702594992.213995,5
1702594992.315924,6
1702594992.418574,6
1702594992.520617,7
