1702594079.332009,3
1702594079.434690,8
1702594079.537300,18
1702594079.639577,31
1702594079.742313,37
1702594079.847265,46
1702594079.950023,53
1702594080.052569,59
1702594080.154878,66
1702594080.256901,71
1702594080.359363,80
1702594080.461796,88
1702594080.564527,94
1702594080.667037,100
1702594080.769578,100
1702594080.874222,100
1702594080.977049,100
1702594081.079551,100
1702594081.182048,100
1702594081.284699,100
1702594081.387032,100
1702594081.489632,100
1702594081.592461,100
1702594081.695954,100
1702594081.802050,100
1702594081.904752,100
1702594082.007289,100
1702594082.109571,100
1702594082.211972,100
1702594082.314037,100
1702594082.416171,100
1702594082.518302,100
1702594082.620830,100
1702594082.723615,100
1702594082.827472,100
1702594082.929988,100
1702594083.033053,99
1702594083.135731,100
1702594083.238381,100
1702594083.340956,100
1702594083.444389,100
1702594083.546926,100
1702594083.649735,100
1702594083.752522,100
1702594083.856860,100
1702594083.959175,99
1702594084.061182,100
1702594084.163142,100
1702594084.265815,100
1702594084.368340,100
1702594084.470860,100
1702594084.573839,100
1702594084.677140,100
1702594084.784832,100
1702594084.887455,99
1702594084.990155,100
1702594085.093033,99
1702594085.195428,100
1702594085.298051,100
1702594085.400426,100
1702594085.502524,100
1702594085.605140,100
1702594085.707809,99
1702594085.811847,93
1702594085.914309,88
1702594086.016415,83
1702594086.118697,84
1702594086.220611,85
1702594086.322710,85
1702594086.425150,87
1702594086.527528,88
1702594086.629815,89
1702594086.732057,90
1702594086.835711,90
1702594086.938154,91
1702594087.040468,90
1702594087.142627,89
1702594087.244725,88
1702594087.347013,86
1702594087.449679,85
1702594087.551873,85
1702594087.653919,85
1702594087.755995,85
1702594087.859621,85
1702594087.962097,85
1702594088.064227,85
1702594088.166225,85
1702594088.268455,86
1702594088.370779,86
1702594088.474183,86
1702594088.576506,86
1702594088.678709,86
1702594088.784861,85
1702594088.886954,85
1702594088.989036,84
1702594089.091606,85
1702594089.194529,84
1702594089.297308,85
1702594089.399441,84
1702594089.501532,85
1702594089.604225,85
1702594089.706594,84
1702594089.812445,84
1702594089.914678,84
1702594090.016697,84
1702594090.119454,84
1702594090.221593,84
1702594090.323860,84
1702594090.425900,85
1702594090.527829,84
1702594090.630599,84
1702594090.733107,84
1702594090.836610,84
1702594090.939003,84
1702594091.041221,84
1702594091.143715,84
1702594091.245730,84
1702594091.347893,84
1702594091.450106,84
1702594091.552152,84
1702594091.654843,84
1702594091.757173,84
1702594091.860548,85
1702594091.962574,85
1702594092.064799,85
1702594092.166757,85
1702594092.269128,85
1702594092.371563,85
1702594092.474079,85
1702594092.576333,85
1702594092.679229,84
1702594092.792356,85
1702594092.896548,85
1702594092.999297,85
1702594093.102083,85
1702594093.205354,85
1702594093.308172,85
1702594093.411095,85
1702594093.514095,85
1702594093.616630,85
1702594093.719298,85
1702594093.824415,86
1702594093.926800,87
1702594094.029589,87
1702594094.131837,87
1702594094.235176,87
1702594094.337951,87
1702594094.440472,87
1702594094.542895,87
1702594094.645414,87
1702594094.747882,86
1702594094.852162,87
1702594094.954539,87
1702594095.056834,87
1702594095.160707,87
1702594095.263276,87
1702594095.365897,87
1702594095.469016,87
1702594095.572675,87
1702594095.675574,87
1702594095.785295,87
1702594095.888522,87
1702594095.991720,87
1702594096.095007,87
1702594096.197939,86
1702594096.300762,85
1702594096.403521,85
1702594096.506249,86
1702594096.611141,86
1702594096.714172,86
1702594096.820766,85
1702594096.923846,85
1702594097.026875,85
1702594097.129461,85
1702594097.232588,86
1702594097.335221,85
1702594097.437779,85
1702594097.540586,85
1702594097.643401,86
1702594097.747780,87
1702594097.853516,86
1702594097.957039,86
1702594098.059890,86
1702594098.162247,88
1702594098.264299,88
1702594098.366862,88
1702594098.470047,87
1702594098.572576,87
1702594098.675454,87
1702594098.783270,87
1702594098.885966,88
1702594098.988283,88
1702594099.091420,88
1702594099.194663,88
1702594099.297568,87
1702594099.400352,87
1702594099.502830,87
1702594099.605500,87
1702594099.708087,87
1702594099.813224,87
1702594099.915728,88
1702594100.018129,87
1702594100.120640,87
1702594100.223413,87
1702594100.325966,87
1702594100.428700,87
1702594100.531543,87
1702594100.634416,87
1702594100.737639,87
1702594100.841640,87
1702594100.947150,87
1702594101.050539,87
1702594101.153089,88
1702594101.255230,88
1702594101.357521,88
1702594101.459736,88
1702594101.562429,88
1702594101.664986,88
1702594101.767572,88
1702594101.871192,88
1702594101.973930,88
1702594102.077244,88
1702594102.180248,89
1702594102.285072,89
1702594102.390326,89
1702594102.495621,89
1702594102.599926,89
1702594102.702879,89
1702594102.812814,89
1702594102.915488,89
1702594103.018259,89
1702594103.121096,89
1702594103.223837,90
1702594103.326505,90
1702594103.437551,90
1702594103.550283,90
1702594103.676045,88
1702594103.837867,88
1702594103.972248,87
1702594104.080952,87
1702594104.192100,87
1702594104.300131,88
1702594104.404241,88
1702594104.510785,88
1702594104.614125,88
1702594104.717113,88
1702594104.825321,88
1702594104.928070,88
1702594105.030800,88
1702594105.133342,88
1702594105.235839,88
1702594105.338707,88
1702594105.445741,88
1702594105.551024,88
1702594105.659638,88
1702594105.762746,88
1702594105.866541,88
1702594105.969148,88
1702594106.071772,88
1702594106.174503,88
1702594106.277497,88
1702594106.380341,88
1702594106.485149,88
1702594106.588135,88
1702594106.691160,88
1702594106.797358,88
1702594106.900525,88
1702594107.003708,89
1702594107.106874,89
1702594107.209770,89
1702594107.312416,89
1702594107.414832,89
1702594107.517544,89
1702594107.620349,89
1702594107.723092,89
1702594107.828678,89
1702594107.931526,88
1702594108.036591,88
1702594108.143688,87
1702594108.259800,88
1702594108.369441,88
1702594108.475657,88
1702594108.578481,88
1702594108.681731,88
1702594108.788236,89
1702594108.891232,89
1702594108.994022,89
1702594109.096847,89
1702594109.200583,89
1702594109.303330,89
1702594109.405946,89
1702594109.508748,89
1702594109.611670,90
1702594109.715282,89
1702594109.817821,91
1702594109.920188,90
1702594110.022485,90
1702594110.125034,90
1702594110.227826,90
1702594110.330541,90
1702594110.433107,90
1702594110.535896,90
1702594110.638902,91
1702594110.741750,90
1702594110.847590,90
1702594110.950016,90
1702594111.052282,90
1702594111.154830,90
1702594111.257246,90
1702594111.359329,90
1702594111.461809,91
1702594111.564033,91
1702594111.666450,90
1702594111.768973,90
1702594111.871402,90
1702594111.973367,90
1702594112.075550,90
1702594112.177699,90
1702594112.279898,90
1702594112.382264,90
1702594112.484652,90
1702594112.586856,90
1702594112.689204,90
1702594112.791599,90
1702594112.894136,91
1702594112.996317,91
1702594113.098669,91
1702594113.200873,91
1702594113.303564,92
1702594113.405487,92
1702594113.507612,92
1702594113.609888,92
1702594113.713245,92
1702594113.816040,91
1702594113.918746,91
1702594114.021181,92
1702594114.123367,92
1702594114.225490,92
1702594114.328007,92
1702594114.430499,92
1702594114.532619,92
1702594114.635054,92
1702594114.737337,92
1702594114.839530,92
1702594114.941674,92
1702594115.043868,92
1702594115.146290,92
1702594115.248409,92
1702594115.350656,92
1702594115.453110,93
1702594115.555211,93
1702594115.657836,93
1702594115.760449,93
1702594115.863034,93
1702594115.965501,93
1702594116.067743,93
1702594116.169784,93
1702594116.271778,93
1702594116.373891,93
1702594116.476099,93
1702594116.578375,93
1702594116.680644,94
1702594116.782999,94
1702594116.885105,94
1702594116.987214,94
1702594117.089356,94
1702594117.191655,95
1702594117.293818,95
1702594117.395902,95
1702594117.497965,95
1702594117.600003,95
1702594117.702438,95
1702594117.804809,95
1702594117.906943,95
1702594118.009048,95
1702594118.111109,95
1702594118.213161,95
1702594118.315415,95
1702594118.417643,95
1702594118.519645,95
1702594118.621784,95
1702594118.725462,95
1702594118.828183,95
1702594118.930523,95
1702594119.032621,95
1702594119.134733,95
1702594119.236897,96
1702594119.339585,96
1702594119.442007,96
1702594119.544046,96
1702594119.646231,96
1702594119.748825,96
1702594119.851111,96
1702594119.953460,96
1702594120.055629,97
1702594120.157639,97
1702594120.259784,97
1702594120.362240,97
1702594120.464370,97
1702594120.566557,97
1702594120.668887,96
1702594120.771315,96
1702594120.873458,96
1702594120.975635,96
1702594121.077700,95
1702594121.179802,96
1702594121.282159,96
1702594121.384206,96
1702594121.486366,96
1702594121.588908,96
1702594121.692055,96
1702594121.797823,97
1702594121.903685,97
1702594122.010989,97
1702594122.116274,97
1702594122.219527,97
1702594122.322484,97
1702594122.425152,97
1702594122.527883,97
1702594122.630838,96
1702594122.733912,96
1702594122.836247,96
1702594122.939182,96
1702594123.042123,96
1702594123.144832,96
1702594123.249018,96
1702594123.351889,96
1702594123.454826,96
1702594123.557544,96
